,ID,Sales,Price
"2626-1",106,4024,1.3700000000000001
"2627-1",106,971,3.8900000000000001
"2628-1",106,45334,1.72
"2629-1",106,83647,1.6599999999999999
"2630-1",106,83428,1.5
"2631-1",106,4287,2.4900000000000002
"2632-1",106,24032,1.8999999999999999
"2633-1",106,8159,1.6299999999999999
"2634-1",106,2777,4.25
"2635-1",106,6673,1.6899999999999999
"2636-1",106,3616,4
"2637-1",106,5987,2.4300000000000002
"2638-1",106,5809,2.0800000000000001
"2639-1",106,15490,5.0999999999999996
"2640-1",106,1285,1.4299999999999999
"2641-1",106,2632,3.5499999999999998
"2642-1",106,106646,1.6399999999999999
"2643-1",106,4864,3.0299999999999998
"2644-1",106,7686,2.6099999999999999
"2645-1",106,2579,7.4400000000000004
"2646-1",106,3405,3.1899999999999999
"2647-1",106,925,6.2199999999999998
"2648-1",106,7945,4.9199999999999999
"2649-1",106,1110,3.0099999999999998
"2650-1",106,15553,3.0099999999999998
"2651-1",107,49202,1.3700000000000001
"2652-1",107,5690,3.8900000000000001
"2653-1",107,49097,1.72
"2654-1",107,35894,1.6599999999999999
"2655-1",107,36655,1.5
"2656-1",107,17538,2.4900000000000002
"2657-1",107,20410,1.8999999999999999
"2658-1",107,10979,1.6299999999999999
"2659-1",107,13111,4.25
"2660-1",107,23335,1.6899999999999999
"2661-1",107,4049,4
"2662-1",107,55075,2.4300000000000002
"2663-1",107,16042,2.0800000000000001
"2664-1",107,68882,5.0999999999999996
"2665-1",107,40543,1.4299999999999999
"2666-1",107,5069,3.5499999999999998
"2667-1",107,21914,1.6399999999999999
"2668-1",107,29742,3.0299999999999998
"2669-1",107,1920,2.6099999999999999
"2670-1",107,19289,7.4400000000000004
"2671-1",107,13154,3.1899999999999999
"2672-1",107,5224,6.2199999999999998
"2673-1",107,8919,4.9199999999999999
"2674-1",107,3507,3.0099999999999998
"2675-1",107,2678,3.0099999999999998
"2676-1",108,189597,1.3700000000000001
"2677-1",108,6238,3.8900000000000001
"2678-1",108,60566,1.72
"2679-1",108,19776,1.6599999999999999
"2680-1",108,214250,1.5
"2681-1",108,115646,2.4900000000000002
"2682-1",108,75409,1.8999999999999999
"2683-1",108,130433,1.6299999999999999
"2684-1",108,39228,4.25
"2685-1",108,42489,1.6899999999999999
"2686-1",108,5779,4
"2687-1",108,60815,2.4300000000000002
"2688-1",108,71308,2.0800000000000001
"2689-1",108,17234,5.0999999999999996
"2690-1",108,171980,1.4299999999999999
"2691-1",108,24145,3.5499999999999998
"2692-1",108,6788,1.6399999999999999
"2693-1",108,35669,3.0299999999999998
"2694-1",108,22499,2.6099999999999999
"2695-1",108,3639,7.4400000000000004
"2696-1",108,2843,3.1899999999999999
"2697-1",108,5967,6.2199999999999998
"2698-1",108,4835,4.9199999999999999
"2699-1",108,18512,3.0099999999999998
"2700-1",108,15176,3.0099999999999998
"2701-1",109,425104,1.3700000000000001
"2702-1",109,38044,3.8900000000000001
"2703-1",109,46404,1.72
"2704-1",109,19883,1.6599999999999999
"2705-1",109,9641,1.5
"2706-1",109,11953,2.4900000000000002
"2707-1",109,168925,1.8999999999999999
"2708-1",109,21223,1.6299999999999999
"2709-1",109,18630,4.25
"2710-1",109,7148,1.6899999999999999
"2711-1",109,2911,4
"2712-1",109,28855,2.4300000000000002
"2713-1",109,11305,2.0800000000000001
"2714-1",109,10679,5.0999999999999996
"2715-1",109,15879,1.4299999999999999
"2716-1",109,5300,3.5499999999999998
"2717-1",109,352693,1.6399999999999999
"2718-1",109,5119,3.0299999999999998
"2719-1",109,2635,2.6099999999999999
"2720-1",109,751,7.4400000000000004
"2721-1",109,57923,3.1899999999999999
"2722-1",109,3692,6.2199999999999998
"2723-1",109,2731,4.9199999999999999
"2724-1",109,27988,3.0099999999999998
"2725-1",109,28648,3.0099999999999998
"2726-1",110,15587,1.3700000000000001
"2727-1",110,6566,3.8900000000000001
"2728-1",110,11902,1.72
"2729-1",110,808,1.6599999999999999
"2730-1",110,29932,1.5
"2731-1",110,16832,2.4900000000000002
"2732-1",110,32179,1.8999999999999999
"2733-1",110,25519,1.6299999999999999
"2734-1",110,1134,4.25
"2735-1",110,55991,1.6899999999999999
"2736-1",110,5273,4
"2737-1",110,8904,2.4300000000000002
"2738-1",110,6353,2.0800000000000001
"2739-1",110,1493,5.0999999999999996
"2740-1",110,19670,1.4299999999999999
"2741-1",110,2682,3.5499999999999998
"2742-1",110,19929,1.6399999999999999
"2743-1",110,1336,3.0299999999999998
"2744-1",110,25616,2.6099999999999999
"2745-1",110,5018,7.4400000000000004
"2746-1",110,2645,3.1899999999999999
"2747-1",110,12707,6.2199999999999998
"2748-1",110,3805,4.9199999999999999
"2749-1",110,9088,3.0099999999999998
"2750-1",110,24216,3.0099999999999998
"2751-1",111,42863,1.3700000000000001
"2752-1",111,9306,3.8900000000000001
"2753-1",111,242366,1.72
"2754-1",111,26896,1.6599999999999999
"2755-1",111,9720,1.5
"2756-1",111,27744,2.4900000000000002
"2757-1",111,13645,1.8999999999999999
"2758-1",111,20014,1.6299999999999999
"2759-1",111,12221,4.25
"2760-1",111,53188,1.6899999999999999
"2761-1",111,4583,4
"2762-1",111,10028,2.4300000000000002
"2763-1",111,23964,2.0800000000000001
"2764-1",111,2349,5.0999999999999996
"2765-1",111,162844,1.4299999999999999
"2766-1",111,6717,3.5499999999999998
"2767-1",111,13622,1.6399999999999999
"2768-1",111,6924,3.0299999999999998
"2769-1",111,15358,2.6099999999999999
"2770-1",111,1742,7.4400000000000004
"2771-1",111,21473,3.1899999999999999
"2772-1",111,10727,6.2199999999999998
"2773-1",111,3569,4.9199999999999999
"2774-1",111,14629,3.0099999999999998
"2775-1",111,11400,3.0099999999999998
"2776-1",112,83260,1.3700000000000001
"2777-1",112,5258,3.8900000000000001
"2778-1",112,7310,1.72
"2779-1",112,32721,1.6599999999999999
"2780-1",112,3704,1.5
"2781-1",112,10380,2.4900000000000002
"2782-1",112,4398,1.8999999999999999
"2783-1",112,11121,1.6299999999999999
"2784-1",112,8588,4.25
"2785-1",112,35716,1.6899999999999999
"2786-1",112,9413,4
"2787-1",112,15923,2.4300000000000002
"2788-1",112,2584,2.0800000000000001
"2789-1",112,6904,5.0999999999999996
"2790-1",112,329915,1.4299999999999999
"2791-1",112,2652,3.5499999999999998
"2792-1",112,59548,1.6399999999999999
"2793-1",112,9427,3.0299999999999998
"2794-1",112,21321,2.6099999999999999
"2795-1",112,1781,7.4400000000000004
"2796-1",112,10542,3.1899999999999999
"2797-1",112,1055,6.2199999999999998
"2798-1",112,2039,4.9199999999999999
"2799-1",112,12807,3.0099999999999998
"2800-1",112,8325,3.0099999999999998
"2801-1",113,2505,1.3700000000000001
"2802-1",113,12801,3.8900000000000001
"2803-1",113,11299,1.72
"2804-1",113,74127,1.6599999999999999
"2805-1",113,471173,1.5
"2806-1",113,43218,2.4900000000000002
"2807-1",113,32848,1.8999999999999999
"2808-1",113,19425,1.6299999999999999
"2809-1",113,4880,4.25
"2810-1",113,18005,1.6899999999999999
"2811-1",113,5921,4
"2812-1",113,2767,2.4300000000000002
"2813-1",113,12788,2.0800000000000001
"2814-1",113,21237,5.0999999999999996
"2815-1",113,14675,1.4299999999999999
"2816-1",113,9489,3.5499999999999998
"2817-1",113,37783,1.6399999999999999
"2818-1",113,24126,3.0299999999999998
"2819-1",113,9191,2.6099999999999999
"2820-1",113,1853,7.4400000000000004
"2821-1",113,15906,3.1899999999999999
"2822-1",113,2003,6.2199999999999998
"2823-1",113,4139,4.9199999999999999
"2824-1",113,8085,3.0099999999999998
"2825-1",113,3001,3.0099999999999998
"2826-1",114,15992,1.3700000000000001
"2827-1",114,39706,3.8900000000000001
"2828-1",114,11572,1.72
"2829-1",114,4762,1.6599999999999999
"2830-1",114,3164,1.5
"2831-1",114,5360,2.4900000000000002
"2832-1",114,24428,1.8999999999999999
"2833-1",114,9034,1.6299999999999999
"2834-1",114,857,4.25
"2835-1",114,5472,1.6899999999999999
"2836-1",114,3940,4
"2837-1",114,6284,2.4300000000000002
"2838-1",114,15641,2.0800000000000001
"2839-1",114,2655,5.0999999999999996
"2840-1",114,8166,1.4299999999999999
"2841-1",114,4265,3.5499999999999998
"2842-1",114,11235,1.6399999999999999
"2843-1",114,1477,3.0299999999999998
"2844-1",114,6095,2.6099999999999999
"2845-1",114,1901,7.4400000000000004
"2846-1",114,13627,3.1899999999999999
"2847-1",114,2003,6.2199999999999998
"2848-1",114,1849,4.9199999999999999
"2849-1",114,101739,3.0099999999999998
"2850-1",114,18267,3.0099999999999998
"2851-1",115,112161,1.3700000000000001
"2852-1",115,1716,3.8900000000000001
"2853-1",115,5252,1.72
"2854-1",115,6672,1.6599999999999999
"2855-1",115,98964,1.5
"2856-1",115,5925,2.4900000000000002
"2857-1",115,4322,1.8999999999999999
"2858-1",115,17312,1.6299999999999999
"2859-1",115,1658,4.25
"2860-1",115,11359,1.6899999999999999
"2861-1",115,7471,4
"2862-1",115,4402,2.4300000000000002
"2863-1",115,72492,2.0800000000000001
"2864-1",115,2540,5.0999999999999996
"2865-1",115,46376,1.4299999999999999
"2866-1",115,745,3.5499999999999998
"2867-1",115,5022,1.6399999999999999
"2868-1",115,4186,3.0299999999999998
"2869-1",115,5242,2.6099999999999999
"2870-1",115,1398,7.4400000000000004
"2871-1",115,633,3.1899999999999999
"2872-1",115,4174,6.2199999999999998
"2873-1",115,1930,4.9199999999999999
"2874-1",115,5408,3.0099999999999998
"2875-1",115,1953,3.0099999999999998
"2876-1",116,11653,1.3700000000000001
"2877-1",116,7805,3.8900000000000001
"2878-1",116,23518,1.72
"2879-1",116,11780,1.6599999999999999
"2880-1",116,63154,1.5
"2881-1",116,4819,2.4900000000000002
"2882-1",116,3207,1.8999999999999999
"2883-1",116,3876,1.6299999999999999
"2884-1",116,3987,4.25
"2885-1",116,2792,1.6899999999999999
"2886-1",116,1607,4
"2887-1",116,8262,2.4300000000000002
"2888-1",116,25943,2.0800000000000001
"2889-1",116,1077,5.0999999999999996
"2890-1",116,52943,1.4299999999999999
"2891-1",116,5134,3.5499999999999998
"2892-1",116,5260,1.6399999999999999
"2893-1",116,6265,3.0299999999999998
"2894-1",116,7053,2.6099999999999999
"2895-1",116,1374,7.4400000000000004
"2896-1",116,349,3.1899999999999999
"2897-1",116,829,6.2199999999999998
"2898-1",116,1393,4.9199999999999999
"2899-1",116,18974,3.0099999999999998
"2900-1",116,9495,3.0099999999999998
"2901-1",117,3486,1.3700000000000001
"2902-1",117,1352,3.8900000000000001
"2903-1",117,17757,1.72
"2904-1",117,18014,1.6599999999999999
"2905-1",117,3272,1.5
"2906-1",117,6598,2.4900000000000002
"2907-1",117,148821,1.8999999999999999
"2908-1",117,1071,1.6299999999999999
"2909-1",117,12556,4.25
"2910-1",117,4937,1.6899999999999999
"2911-1",117,26923,4
"2912-1",117,3308,2.4300000000000002
"2913-1",117,2313,2.0800000000000001
"2914-1",117,1019,5.0999999999999996
"2915-1",117,45426,1.4299999999999999
"2916-1",117,1543,3.5499999999999998
"2917-1",117,30138,1.6399999999999999
"2918-1",117,1881,3.0299999999999998
"2919-1",117,6699,2.6099999999999999
"2920-1",117,5255,7.4400000000000004
"2921-1",117,3884,3.1899999999999999
"2922-1",117,787,6.2199999999999998
"2923-1",117,9118,4.9199999999999999
"2924-1",117,9997,3.0099999999999998
"2925-1",117,7977,3.0099999999999998
"2926-1",118,182583,1.3700000000000001
"2927-1",118,10079,3.8900000000000001
"2928-1",118,90936,1.72
"2929-1",118,40294,1.6599999999999999
"2930-1",118,19830,1.5
"2931-1",118,26986,2.4900000000000002
"2932-1",118,31073,1.8999999999999999
"2933-1",118,45499,1.6299999999999999
"2934-1",118,7978,4.25
"2935-1",118,32037,1.6899999999999999
"2936-1",118,10596,4
"2937-1",118,12000,2.4300000000000002
"2938-1",118,16013,2.0800000000000001
"2939-1",118,12200,5.0999999999999996
"2940-1",118,6451,1.4299999999999999
"2941-1",118,9317,3.5499999999999998
"2942-1",118,3938,1.6399999999999999
"2943-1",118,23577,3.0299999999999998
"2944-1",118,12773,2.6099999999999999
"2945-1",118,1303,7.4400000000000004
"2946-1",118,13523,3.1899999999999999
"2947-1",118,5999,6.2199999999999998
"2948-1",118,22099,4.9199999999999999
"2949-1",118,44593,3.0099999999999998
"2950-1",118,3013,3.0099999999999998
"2951-1",119,14828,1.3700000000000001
"2952-1",119,9356,3.8900000000000001
"2953-1",119,22265,1.72
"2954-1",119,21905,1.6599999999999999
"2955-1",119,9540,1.5
"2956-1",119,9955,2.4900000000000002
"2957-1",119,20549,1.8999999999999999
"2958-1",119,10377,1.6299999999999999
"2959-1",119,10405,4.25
"2960-1",119,2272,1.6899999999999999
"2961-1",119,1823,4
"2962-1",119,23543,2.4300000000000002
"2963-1",119,1215,2.0800000000000001
"2964-1",119,2335,5.0999999999999996
"2965-1",119,8646,1.4299999999999999
"2966-1",119,2187,3.5499999999999998
"2967-1",119,12132,1.6399999999999999
"2968-1",119,31956,3.0299999999999998
"2969-1",119,4037,2.6099999999999999
"2970-1",119,4289,7.4400000000000004
"2971-1",119,26729,3.1899999999999999
"2972-1",119,6661,6.2199999999999998
"2973-1",119,10332,4.9199999999999999
"2974-1",119,14755,3.0099999999999998
"2975-1",119,8441,3.0099999999999998
"2976-1",120,111897,1.3700000000000001
"2977-1",120,1170,3.8900000000000001
"2978-1",120,30082,1.72
"2979-1",120,35705,1.6599999999999999
"2980-1",120,26524,1.5
"2981-1",120,57740,2.4900000000000002
"2982-1",120,21777,1.8999999999999999
"2983-1",120,28950,1.6299999999999999
"2984-1",120,9801,4.25
"2985-1",120,50361,1.6899999999999999
"2986-1",120,37809,4
"2987-1",120,16572,2.4300000000000002
"2988-1",120,81278,2.0800000000000001
"2989-1",120,3962,5.0999999999999996
"2990-1",120,25684,1.4299999999999999
"2991-1",120,60052,3.5499999999999998
"2992-1",120,19693,1.6399999999999999
"2993-1",120,3699,3.0299999999999998
"2994-1",120,3401,2.6099999999999999
"2995-1",120,2309,7.4400000000000004
"2996-1",120,9073,3.1899999999999999
"2997-1",120,12875,6.2199999999999998
"2998-1",120,8565,4.9199999999999999
"2999-1",120,4224,3.0099999999999998
"3000-1",120,9581,3.0099999999999998
"3001-1",121,122015,1.3700000000000001
"3002-1",121,6140,3.8900000000000001
"3003-1",121,35196,1.72
"3004-1",121,15684,1.6599999999999999
"3005-1",121,6298,1.5
"3006-1",121,19548,2.4900000000000002
"3007-1",121,3265,1.8999999999999999
"3008-1",121,6057,1.6299999999999999
"3009-1",121,746,4.25
"3010-1",121,4761,1.6899999999999999
"3011-1",121,279,4
"3012-1",121,9697,2.4300000000000002
"3013-1",121,9808,2.0800000000000001
"3014-1",121,1939,5.0999999999999996
"3015-1",121,6554,1.4299999999999999
"3016-1",121,475,3.5499999999999998
"3017-1",121,12476,1.6399999999999999
"3018-1",121,22076,3.0299999999999998
"3019-1",121,4500,2.6099999999999999
"3020-1",121,828,7.4400000000000004
"3021-1",121,11900,3.1899999999999999
"3022-1",121,568,6.2199999999999998
"3023-1",121,9639,4.9199999999999999
"3024-1",121,18133,3.0099999999999998
"3025-1",121,13251,3.0099999999999998
"3026-1",122,6312,1.3700000000000001
"3027-1",122,748,3.8900000000000001
"3028-1",122,3030,1.72
"3029-1",122,26985,1.6599999999999999
"3030-1",122,8160,1.5
"3031-1",122,7795,2.4900000000000002
"3032-1",122,9256,1.8999999999999999
"3033-1",122,26507,1.6299999999999999
"3034-1",122,2423,4.25
"3035-1",122,5120,1.6899999999999999
"3036-1",122,2665,4
"3037-1",122,6467,2.4300000000000002
"3038-1",122,5471,2.0800000000000001
"3039-1",122,3812,5.0999999999999996
"3040-1",122,10332,1.4299999999999999
"3041-1",122,9422,3.5499999999999998
"3042-1",122,3019,1.6399999999999999
"3043-1",122,7002,3.0299999999999998
"3044-1",122,4407,2.6099999999999999
"3045-1",122,3458,7.4400000000000004
"3046-1",122,5785,3.1899999999999999
"3047-1",122,6305,6.2199999999999998
"3048-1",122,8274,4.9199999999999999
"3049-1",122,7932,3.0099999999999998
"3050-1",122,5515,3.0099999999999998
"3051-1",123,11341,1.3700000000000001
"3052-1",123,4820,3.8900000000000001
"3053-1",123,4745,1.72
"3054-1",123,10371,1.6599999999999999
"3055-1",123,8452,1.5
"3056-1",123,3296,2.4900000000000002
"3057-1",123,5873,1.8999999999999999
"3058-1",123,19873,1.6299999999999999
"3059-1",123,3606,4.25
"3060-1",123,6921,1.6899999999999999
"3061-1",123,10091,4
"3062-1",123,6390,2.4300000000000002
"3063-1",123,2873,2.0800000000000001
"3064-1",123,9025,5.0999999999999996
"3065-1",123,1863,1.4299999999999999
"3066-1",123,2290,3.5499999999999998
"3067-1",123,7900,1.6399999999999999
"3068-1",123,18535,3.0299999999999998
"3069-1",123,7595,2.6099999999999999
"3070-1",123,965,7.4400000000000004
"3071-1",123,9383,3.1899999999999999
"3072-1",123,1466,6.2199999999999998
"3073-1",123,2485,4.9199999999999999
"3074-1",123,1679,3.0099999999999998
"3075-1",123,3359,3.0099999999999998
"3076-1",124,24625,1.3700000000000001
"3077-1",124,82668,3.8900000000000001
"3078-1",124,20297,1.72
"3079-1",124,14596,1.6599999999999999
"3080-1",124,8130,1.5
"3081-1",124,4618,2.4900000000000002
"3082-1",124,66711,1.8999999999999999
"3083-1",124,14407,1.6299999999999999
"3084-1",124,54917,4.25
"3085-1",124,14091,1.6899999999999999
"3086-1",124,7441,4
"3087-1",124,51362,2.4300000000000002
"3088-1",124,7781,2.0800000000000001
"3089-1",124,8459,5.0999999999999996
"3090-1",124,25748,1.4299999999999999
"3091-1",124,13591,3.5499999999999998
"3092-1",124,35422,1.6399999999999999
"3093-1",124,9446,3.0299999999999998
"3094-1",124,8265,2.6099999999999999
"3095-1",124,651,7.4400000000000004
"3096-1",124,27865,3.1899999999999999
"3097-1",124,30615,6.2199999999999998
"3098-1",124,32463,4.9199999999999999
"3099-1",124,14838,3.0099999999999998
"3100-1",124,11669,3.0099999999999998
"3101-1",125,38117,1.3700000000000001
"3102-1",125,14603,3.8900000000000001
"3103-1",125,15534,1.72
"3104-1",125,15200,1.6599999999999999
"3105-1",125,20106,1.5
"3106-1",125,45861,2.4900000000000002
"3107-1",125,26966,1.8999999999999999
"3108-1",125,4551,1.6299999999999999
"3109-1",125,107744,4.25
"3110-1",125,202512,1.6899999999999999
"3111-1",125,25681,4
"3112-1",125,11176,2.4300000000000002
"3113-1",125,10594,2.0800000000000001
"3114-1",125,12956,5.0999999999999996
"3115-1",125,47075,1.4299999999999999
"3116-1",125,32692,3.5499999999999998
"3117-1",125,19554,1.6399999999999999
"3118-1",125,3117,3.0299999999999998
"3119-1",125,24335,2.6099999999999999
"3120-1",125,23263,7.4400000000000004
"3121-1",125,4047,3.1899999999999999
"3122-1",125,3385,6.2199999999999998
"3123-1",125,7121,4.9199999999999999
"3124-1",125,17723,3.0099999999999998
"3125-1",125,121988,3.0099999999999998
"3126-1",126,25187,1.3700000000000001
"3127-1",126,21554,3.8900000000000001
"3128-1",126,52174,1.72
"3129-1",126,73947,1.6599999999999999
"3130-1",126,20984,1.5
"3131-1",126,21165,2.4900000000000002
"3132-1",126,23029,1.8999999999999999
"3133-1",126,188686,1.6299999999999999
"3134-1",126,104763,4.25
"3135-1",126,21127,1.6899999999999999
"3136-1",126,14498,4
"3137-1",126,41138,2.4300000000000002
"3138-1",126,24552,2.0800000000000001
"3139-1",126,3262,5.0999999999999996
"3140-1",126,26648,1.4299999999999999
"3141-1",126,54089,3.5499999999999998
"3142-1",126,11272,1.6399999999999999
"3143-1",126,25641,3.0299999999999998
"3144-1",126,8286,2.6099999999999999
"3145-1",126,3905,7.4400000000000004
"3146-1",126,12442,3.1899999999999999
"3147-1",126,1395,6.2199999999999998
"3148-1",126,143885,4.9199999999999999
"3149-1",126,26988,3.0099999999999998
"3150-1",126,24634,3.0099999999999998
"3151-1",127,32812,1.3700000000000001
"3152-1",127,89401,3.8900000000000001
"3153-1",127,23314,1.72
"3154-1",127,25522,1.6599999999999999
"3155-1",127,24134,1.5
"3156-1",127,34444,2.4900000000000002
"3157-1",127,22604,1.8999999999999999
"3158-1",127,89731,1.6299999999999999
"3159-1",127,3678,4.25
"3160-1",127,5608,1.6899999999999999
"3161-1",127,9845,4
"3162-1",127,9786,2.4300000000000002
"3163-1",127,10054,2.0800000000000001
"3164-1",127,13131,5.0999999999999996
"3165-1",127,16519,1.4299999999999999
"3166-1",127,4605,3.5499999999999998
"3167-1",127,93288,1.6399999999999999
"3168-1",127,2505,3.0299999999999998
"3169-1",127,29113,2.6099999999999999
"3170-1",127,11264,7.4400000000000004
"3171-1",127,6462,3.1899999999999999
"3172-1",127,2049,6.2199999999999998
"3173-1",127,8565,4.9199999999999999
"3174-1",127,47258,3.0099999999999998
"3175-1",127,2474,3.0099999999999998
"3176-1",128,11192,1.3700000000000001
"3177-1",128,7191,3.8900000000000001
"3178-1",128,56143,1.72
"3179-1",128,139207,1.6599999999999999
"3180-1",128,15992,1.5
"3181-1",128,1659,2.4900000000000002
"3182-1",128,22906,1.8999999999999999
"3183-1",128,61586,1.6299999999999999
"3184-1",128,3473,4.25
"3185-1",128,46250,1.6899999999999999
"3186-1",128,11199,4
"3187-1",128,9247,2.4300000000000002
"3188-1",128,11575,2.0800000000000001
"3189-1",128,12765,5.0999999999999996
"3190-1",128,4256,1.4299999999999999
"3191-1",128,22013,3.5499999999999998
"3192-1",128,52773,1.6399999999999999
"3193-1",128,25676,3.0299999999999998
"3194-1",128,111215,2.6099999999999999
"3195-1",128,3304,7.4400000000000004
"3196-1",128,16881,3.1899999999999999
"3197-1",128,20614,6.2199999999999998
"3198-1",128,18984,4.9199999999999999
"3199-1",128,13882,3.0099999999999998
"3200-1",128,10991,3.0099999999999998
"3201-1",129,9453,1.3700000000000001
"3202-1",129,20370,3.8900000000000001
"3203-1",129,7019,1.72
"3204-1",129,26625,1.6599999999999999
"3205-1",129,82657,1.5
"3206-1",129,81545,2.4900000000000002
"3207-1",129,6631,1.8999999999999999
"3208-1",129,23334,1.6299999999999999
"3209-1",129,7262,4.25
"3210-1",129,31650,1.6899999999999999
"3211-1",129,6524,4
"3212-1",129,27221,2.4300000000000002
"3213-1",129,29077,2.0800000000000001
"3214-1",129,1708,5.0999999999999996
"3215-1",129,24539,1.4299999999999999
"3216-1",129,28336,3.5499999999999998
"3217-1",129,81764,1.6399999999999999
"3218-1",129,12264,3.0299999999999998
"3219-1",129,13052,2.6099999999999999
"3220-1",129,2712,7.4400000000000004
"3221-1",129,8649,3.1899999999999999
"3222-1",129,1879,6.2199999999999998
"3223-1",129,1607,4.9199999999999999
"3224-1",129,67281,3.0099999999999998
"3225-1",129,8742,3.0099999999999998
"3226-1",130,25693,1.3700000000000001
"3227-1",130,2909,3.8900000000000001
"3228-1",130,5361,1.72
"3229-1",130,15942,1.6599999999999999
"3230-1",130,16174,1.5
"3231-1",130,4439,2.4900000000000002
"3232-1",130,26123,1.8999999999999999
"3233-1",130,34239,1.6299999999999999
"3234-1",130,669,4.25
"3235-1",130,4323,1.6899999999999999
"3236-1",130,5096,4
"3237-1",130,7939,2.4300000000000002
"3238-1",130,3701,2.0800000000000001
"3239-1",130,4418,5.0999999999999996
"3240-1",130,7576,1.4299999999999999
"3241-1",130,4012,3.5499999999999998
"3242-1",130,10426,1.6399999999999999
"3243-1",130,6882,3.0299999999999998
"3244-1",130,6137,2.6099999999999999
"3245-1",130,1021,7.4400000000000004
"3246-1",130,22398,3.1899999999999999
"3247-1",130,713,6.2199999999999998
"3248-1",130,2508,4.9199999999999999
"3249-1",130,2424,3.0099999999999998
"3250-1",130,113878,3.0099999999999998
"3251-1",131,15139,1.3700000000000001
"3252-1",131,4898,3.8900000000000001
"3253-1",131,199583,1.72
"3254-1",131,7147,1.6599999999999999
"3255-1",131,25615,1.5
"3256-1",131,47748,2.4900000000000002
"3257-1",131,204115,1.8999999999999999
"3258-1",131,75034,1.6299999999999999
"3259-1",131,2598,4.25
"3260-1",131,33785,1.6899999999999999
"3261-1",131,8417,4
"3262-1",131,6146,2.4300000000000002
"3263-1",131,58247,2.0800000000000001
"3264-1",131,5548,5.0999999999999996
"3265-1",131,49583,1.4299999999999999
"3266-1",131,17444,3.5499999999999998
"3267-1",131,178829,1.6399999999999999
"3268-1",131,14983,3.0299999999999998
"3269-1",131,13358,2.6099999999999999
"3270-1",131,291,7.4400000000000004
"3271-1",131,6151,3.1899999999999999
"3272-1",131,11295,6.2199999999999998
"3273-1",131,4395,4.9199999999999999
"3274-1",131,10276,3.0099999999999998
"3275-1",131,13770,3.0099999999999998
"3276-1",132,115823,1.3700000000000001
"3277-1",132,1043,3.8900000000000001
"3278-1",132,2720,1.72
"3279-1",132,30918,1.6599999999999999
"3280-1",132,326394,1.5
"3281-1",132,26964,2.4900000000000002
"3282-1",132,9536,1.8999999999999999
"3283-1",132,103954,1.6299999999999999
"3284-1",132,8588,4.25
"3285-1",132,17754,1.6899999999999999
"3286-1",132,6352,4
"3287-1",132,36379,2.4300000000000002
"3288-1",132,11999,2.0800000000000001
"3289-1",132,6536,5.0999999999999996
"3290-1",132,14625,1.4299999999999999
"3291-1",132,9901,3.5499999999999998
"3292-1",132,15108,1.6399999999999999
"3293-1",132,4215,3.0299999999999998
"3294-1",132,44502,2.6099999999999999
"3295-1",132,3364,7.4400000000000004
"3296-1",132,32798,3.1899999999999999
"3297-1",132,1788,6.2199999999999998
"3298-1",132,7978,4.9199999999999999
"3299-1",132,7931,3.0099999999999998
"3300-1",132,14477,3.0099999999999998
"3301-1",133,13511,1.3700000000000001
"3302-1",133,7105,3.8900000000000001
"3303-1",133,26630,1.72
"3304-1",133,3515,1.6599999999999999
"3305-1",133,7804,1.5
"3306-1",133,20698,2.4900000000000002
"3307-1",133,6503,1.8999999999999999
"3308-1",133,91922,1.6299999999999999
"3309-1",133,5728,4.25
"3310-1",133,3002,1.6899999999999999
"3311-1",133,11219,4
"3312-1",133,3443,2.4300000000000002
"3313-1",133,10152,2.0800000000000001
"3314-1",133,1083,5.0999999999999996
"3315-1",133,68001,1.4299999999999999
"3316-1",133,9755,3.5499999999999998
"3317-1",133,6522,1.6399999999999999
"3318-1",133,629,3.0299999999999998
"3319-1",133,4694,2.6099999999999999
"3320-1",133,9354,7.4400000000000004
"3321-1",133,1807,3.1899999999999999
"3322-1",133,461,6.2199999999999998
"3323-1",133,4411,4.9199999999999999
"3324-1",133,2853,3.0099999999999998
"3325-1",133,2531,3.0099999999999998
"3326-1",134,42712,1.3700000000000001
"3327-1",134,23684,3.8900000000000001
"3328-1",134,19701,1.72
"3329-1",134,39430,1.6599999999999999
"3330-1",134,265369,1.5
"3331-1",134,39982,2.4900000000000002
"3332-1",134,14347,1.8999999999999999
"3333-1",134,14242,1.6299999999999999
"3334-1",134,7863,4.25
"3335-1",134,22761,1.6899999999999999
"3336-1",134,15778,4
"3337-1",134,19310,2.4300000000000002
"3338-1",134,78192,2.0800000000000001
"3339-1",134,28244,5.0999999999999996
"3340-1",134,214638,1.4299999999999999
"3341-1",134,14691,3.5499999999999998
"3342-1",134,32716,1.6399999999999999
"3343-1",134,14337,3.0299999999999998
"3344-1",134,38837,2.6099999999999999
"3345-1",134,1544,7.4400000000000004
"3346-1",134,102249,3.1899999999999999
"3347-1",134,9996,6.2199999999999998
"3348-1",134,6606,4.9199999999999999
"3349-1",134,20524,3.0099999999999998
"3350-1",134,10293,3.0099999999999998
"3351-1",135,70172,1.3700000000000001
"3352-1",135,25898,3.8900000000000001
"3353-1",135,19237,1.72
"3354-1",135,17119,1.6599999999999999
"3355-1",135,6107,1.5
"3356-1",135,7601,2.4900000000000002
"3357-1",135,32534,1.8999999999999999
"3358-1",135,12861,1.6299999999999999
